Hybrid	Ancestry	Chromosome	Position_Start	Position_End	Frequence
Giant_key	C	7	273644	399611	0.211267605633803
Giant_key	C	7	399612	447880	0.275167785234899
Giant_key	C	7	447881	662531	0.538461538461538
Giant_key	C	7	662532	882688	0.559782608695652
Giant_key	C	7	882689	1174265	0.342318059299191
Giant_key	C	7	1174266	1226151	0.523809523809524
Giant_key	C	7	1226152	1413906	0.45
Giant_key	C	7	1413907	1806520	0.495867768595041
Giant_key	C	7	1806521	2006257	0.543010752688172
Giant_key	C	7	2006258	2222411	0.355932203389831
Giant_key	C	7	2222412	2512759	0.582278481012658
Giant_key	C	7	2512760	2943177	0.431034482758621
Giant_key	C	7	2943178	3137865	0.507299270072993
Giant_key	C	7	3137866	3347423	0.452599388379205
Giant_key	C	7	3347424	3419122	0.549019607843137
Giant_key	C	7	3419123	3594059	0.219512195121951
Giant_key	C	7	3594060	3733254	0.583333333333333
Giant_key	C	7	3733255	4058535	0.554621848739496
Giant_key	C	7	4058536	4251583	0.383561643835616
Giant_key	C	7	4251584	4374139	0.483636363636364
Giant_key	C	7	4374140	4593614	0.62962962962963
Giant_key	C	7	4593615	5072971	0.528301886792453
Giant_key	C	7	5072972	5352251	0.418181818181818
Giant_key	C	7	5352252	5575672	0.46875
Giant_key	C	7	5575673	5666321	0.166666666666667
Giant_key	C	7	5666322	5774570	0.283018867924528
Giant_key	C	7	5774571	6311416	0.440414507772021
Giant_key	C	7	6311417	6693697	0.561576354679803
Giant_key	C	7	6693698	6910263	0.49375
Giant_key	C	7	6910264	7010265	0.555555555555556
Giant_key	C	7	7010266	7193229	0.5
Giant_key	C	7	7193230	7409466	0.368421052631579
Giant_key	C	7	7409467	7745493	0.425531914893617
Giant_key	C	7	7745494	8138257	0.436781609195402
Giant_key	C	7	8138258	8387098	0.33
Giant_key	C	7	8387099	8692696	0.44
Giant_key	C	7	8692697	9110471	0.647058823529412
Giant_key	C	7	9110472	9325557	0.690217391304348
Giant_key	C	7	9325558	10169188	0.474683544303797
Giant_key	C	7	10169189	10751390	0.50887573964497
Giant_key	C	7	10751391	10781743	NA
Giant_key	C	7	10781744	11228418	0.348623853211009
Giant_key	C	7	11228419	12896697	0.493723849372385
Giant_key	C	7	12896698	13676751	0.402298850574713
Giant_key	C	7	13676752	14480759	0.294117647058824
Giant_key	C	7	14480760	14852159	0.476190476190476
Giant_key	C	7	14852160	15561647	0.333333333333333
Giant_key	C	7	15561648	16186189	0.315217391304348
Giant_key	C	7	16186190	16948176	0.435114503816794
Giant_key	C	7	16948177	17591350	0.496240601503759
Giant_key	C	7	17591351	18343690	0.4
Giant_key	C	7	18343691	18537453	0.506849315068493
Giant_key	C	7	18537454	19117308	0.413333333333333
Giant_key	C	7	19117309	20061651	0.524590163934426
Giant_key	C	7	20061652	20464753	0.423913043478261
Giant_key	C	7	20464754	21076256	0.384615384615385
Giant_key	C	8	1	265085	0.32258064516129
Giant_key	C	8	265086	288909	0.445161290322581
Giant_key	C	8	288910	536859	0.454545454545455
Giant_key	C	8	536860	536869	NA
Giant_key	C	8	536870	791827	0.722222222222222
Giant_key	C	8	791828	967888	0.246575342465753
Giant_key	C	8	967889	1113259	0.559440559440559
Giant_key	C	8	1113260	1118678	NA
Giant_key	C	8	1118679	1251337	0.456140350877193
Giant_key	C	8	1251338	1739776	0.491666666666667
Giant_key	C	8	1739777	1911678	0.659574468085106
Giant_key	C	8	1911679	2117444	0.347826086956522
Giant_key	C	8	2117445	2349828	0.368852459016393
Giant_key	C	8	2349829	2800176	0.509090909090909
Giant_key	C	8	2800177	2920590	0.578947368421053
Giant_key	C	8	2920591	2971895	0.333333333333333
Giant_key	C	8	2971896	3144683	0.533333333333333
Giant_key	C	8	3144684	3984381	0.527896995708155
Giant_key	C	8	3984382	4214582	0.625514403292181
Giant_key	C	8	4214583	4543689	0.596491228070175
Giant_key	C	8	4543690	5461246	0.519337016574586
Giant_key	C	8	5461247	5659425	0.507462686567164
Giant_key	C	8	5659426	5952324	0.480519480519481
Giant_key	C	8	5952325	6830914	0.458823529411765
Giant_key	C	8	6830915	6907894	0.168674698795181
Giant_key	C	8	6907895	7354787	0.340782122905028
Giant_key	C	8	7354788	7895713	0.573770491803279
Giant_key	C	8	7895714	8774739	0.444444444444444
Giant_key	C	8	8774740	10528539	0.665137614678899
Giant_key	C	8	10528540	12486359	0.517006802721088
Giant_key	C	8	12486360	13206463	0.731707317073171
Giant_key	C	8	13206464	14081330	0.569620253164557
Giant_key	C	8	14081331	16472342	0.59469696969697
Giant_key	C	8	16472343	16929314	0.45360824742268
Giant_key	C	8	16929315	17837097	0.42
Giant_key	C	8	17837098	18162082	0.519298245614035
Giant_key	C	8	18162083	18644409	0.507462686567164
Giant_key	C	8	18644410	18746641	0.407643312101911
Giant_key	C	8	18746642	18920466	0.137254901960784
Giant_key	C	8	18920467	19537901	0.494505494505495
Giant_key	C	8	19537902	20149666	0.376288659793814
Giant_key	C	8	20149667	20539613	0.573770491803279
Giant_key	C	8	20539614	20961444	0.551181102362205
Giant_key	C	8	20961445	21506556	0.448753462603878
Giant_key	C	8	21506557	21737338	0.254545454545455
Giant_key	C	8	21737339	21880697	0.46551724137931
Giant_key	C	8	21880698	21973066	0.324324324324324
Giant_key	C	8	21973067	22191867	0.504
Giant_key	C	8	22191868	22507676	0.448275862068966
Giant_key	C	8	22507677	22932755	0.454545454545455
Giant_key	C	8	22932756	23181427	0.432098765432099
Giant_key	C	8	23181428	23430619	0.374331550802139
Giant_key	C	8	23430620	23618673	0.441176470588235
Giant_key	C	8	23618674	23765192	0.309734513274336
Giant_key	C	8	23765193	23933411	0.475675675675676
Giant_key	C	8	23933412	24122373	0.453900709219858
Giant_key	C	8	24122374	24153641	0.272727272727273
Giant_key	C	8	24153642	24294674	0.256756756756757
Giant_key	C	8	24294675	24326346	0.46875
Giant_key	C	8	24326347	24503824	0.423529411764706
Giant_key	C	8	24503825	24633511	0.385714285714286
Giant_key	C	8	24633512	24896275	0.590361445783133
Giant_key	C	8	24896276	24942130	0.680851063829787
Giant_key	C	8	24942131	24991815	0.622641509433962
Giant_key	C	9	1	331348	0.487534626038781
Giant_key	C	9	331349	379763	0.423529411764706
Giant_key	C	9	379764	546543	0.381909547738693
Giant_key	C	9	546544	874400	0.426666666666667
Giant_key	C	9	874401	965103	0.433333333333333
Giant_key	C	9	965104	1128918	0.523489932885906
Giant_key	C	9	1128919	1363575	0.496240601503759
Giant_key	C	9	1363576	1403485	0.649350649350649
Giant_key	C	9	1403486	1715490	0.405063291139241
Giant_key	C	9	1715491	1910891	0.435483870967742
Giant_key	C	9	1910892	1970302	0.243589743589744
Giant_key	C	9	1970303	2077583	0.263157894736842
Giant_key	C	9	2077584	2296605	0.435897435897436
Giant_key	C	9	2296606	2442426	0.401554404145078
Giant_key	C	9	2442427	2657412	0.161616161616162
Giant_key	C	9	2657413	2900806	0.369047619047619
Giant_key	C	9	2900807	3180817	0.490990990990991
Giant_key	C	9	3180818	3431245	0.45360824742268
Giant_key	C	9	3431246	3616629	0.577777777777778
Giant_key	C	9	3616630	3885601	0.448818897637795
Giant_key	C	9	3885602	4030513	0.491525423728814
Giant_key	C	9	4030514	4172692	0.615658362989324
Giant_key	C	9	4172693	4508897	0.425806451612903
Giant_key	C	9	4508898	4726767	0.506172839506173
Giant_key	C	9	4726768	4757595	0.165322580645161
Giant_key	C	9	4757596	5547736	0.412371134020619
Giant_key	C	9	5547737	6205043	0.370860927152318
Giant_key	C	9	6205044	6540331	0.395061728395062
Giant_key	C	9	6540332	7180591	0.568181818181818
Giant_key	C	9	7180592	7458788	0.608391608391608
Giant_key	C	9	7458789	7474734	0.475609756097561
Giant_key	C	9	7474735	7703666	0.396825396825397
Giant_key	C	9	7703667	9454249	0.6
Giant_key	C	9	9454250	10316247	0.476923076923077
Giant_key	C	9	10316248	11256138	0.49390243902439
Giant_key	C	9	11256139	11994107	0.357142857142857
Giant_key	C	9	11994108	12494418	0.397058823529412
Giant_key	C	9	12494419	13250651	0.425287356321839
Giant_key	C	9	13250652	13577497	0.272727272727273
Giant_key	C	9	13577498	14449204	0.476190476190476
Giant_key	C	9	14449205	14846952	0.706349206349206
Giant_key	C	9	14846953	15200212	0.38
Giant_key	C	9	15200213	15639562	0.494252873563218
Giant_key	C	9	15639563	17539726	0.452380952380952
Giant_key	C	9	17539727	20795153	0.375
Giant_key	C	9	20795154	21519688	0.333333333333333
Giant_key	C	9	21519689	22168606	0.590909090909091
Giant_key	C	9	22168607	22745540	0.378378378378378
Giant_key	C	9	22745541	23344730	0.571428571428571
Giant_key	C	9	23344731	23460479	0.588235294117647
Giant_key	C	9	23460480	23666187	0.461139896373057
Giant_key	C	9	23666188	24994324	0.577922077922078
Giant_key	C	9	24994325	25740616	0.506329113924051
Giant_key	C	9	25740617	26233132	0.541666666666667
Giant_key	C	9	26233133	26411873	0.377358490566038
Giant_key	C	9	26411874	26660991	0.365079365079365
Giant_key	C	9	26660992	26826852	0.308270676691729
Giant_key	C	9	26826853	27527928	0.575
Giant_key	C	9	27527929	27715871	0.264705882352941
Giant_key	C	9	27715872	28156132	0.50531914893617
Giant_key	C	9	28156133	28647204	0.434210526315789
Giant_key	C	9	28647205	29113148	0.427027027027027
Giant_key	C	9	29113149	29553539	0.565217391304348
Giant_key	C	9	29553540	29746869	0.452991452991453
Giant_key	C	9	29746870	30042718	0.360759493670886
Giant_key	C	9	30042719	30493684	0.481132075471698
Giant_key	C	9	30493685	30710903	0.45
Giant_key	C	9	30710904	30825410	0.473404255319149
Giant_key	C	9	30825411	30964833	0.525641025641026
Giant_key	C	9	30964834	31152169	0.5
Giant_key	C	9	31152170	31244627	0.494949494949495
Giant_key	M	1	1	275571	0
Giant_key	M	1	275572	1032014	0
Giant_key	M	1	1032015	1676293	0
Giant_key	M	1	1676294	2121684	0
Giant_key	M	1	2121685	2661783	0
Giant_key	M	1	2661784	2994446	0.00393700787401575
Giant_key	M	1	2994447	3238861	0
Giant_key	M	1	3238862	3818822	0.0416666666666667
Giant_key	M	1	3818823	4012876	0.00423728813559322
Giant_key	M	1	4012877	4450112	0
Giant_key	M	1	4450113	5008198	0.0198019801980198
Giant_key	M	1	5008199	5230055	0.0183028286189684
Giant_key	M	1	5230056	6450321	0.027027027027027
Giant_key	M	1	6450322	7173576	0
Giant_key	M	1	7173577	8197055	0.0263157894736842
Giant_key	M	1	8197056	9322129	0.032258064516129
Giant_key	M	1	9322130	11009664	0.0185873605947955
Giant_key	M	1	11009665	13032603	0.0196078431372549
Giant_key	M	1	13032604	13068035	0.0144927536231884
Giant_key	M	1	13068036	13827224	0
Giant_key	M	1	13827225	14982897	0
Giant_key	M	1	14982898	16098656	0
Giant_key	M	1	16098657	17498878	0.0238095238095238
Giant_key	M	1	17498879	18563459	0
Giant_key	M	1	18563460	18959946	0
Giant_key	M	1	18959947	20105346	0.0217391304347826
Giant_key	M	1	20105347	22008682	0.012987012987013
Giant_key	M	1	22008683	22694654	0
Giant_key	M	1	22694655	23056489	0.0422535211267606
Giant_key	M	1	23056490	23307410	0
Giant_key	M	1	23307411	23369740	0.0143884892086331
Giant_key	M	1	23369741	23492345	0.0206896551724138
Giant_key	M	1	23492346	23708570	0.0106382978723404
Giant_key	M	1	23708571	23781880	0.0181818181818182
Giant_key	M	1	23781881	24357368	0.0304878048780488
Giant_key	M	1	24357369	24586884	0.0169491525423729
Giant_key	M	1	24586885	24827026	0.0216216216216216
Giant_key	M	1	24827027	25108737	0
Giant_key	M	1	25108738	25205054	0
Giant_key	M	1	25205055	25427324	0
Giant_key	M	1	25427325	25731730	0
Giant_key	M	1	25731731	26085176	0
Giant_key	M	1	26085177	26100398	0
Giant_key	M	1	26100399	26632565	0
Giant_key	M	1	26632566	27082979	0.0087719298245614
Giant_key	M	1	27082980	27890002	0
Giant_key	M	1	27890003	28361113	0
Giant_key	M	1	28361114	28719977	0
Giant_key	M	2	1	313017	0
Giant_key	M	2	313018	502297	0
Giant_key	M	2	502298	896998	0
Giant_key	M	2	896999	4124951	0
Giant_key	M	2	4124952	5468339	0.0102040816326531
Giant_key	M	2	5468340	6749861	0.0277777777777778
Giant_key	M	2	6749862	6881243	0
Giant_key	M	2	6881244	7606732	0
Giant_key	M	2	7606733	8028333	0
Giant_key	M	2	8028334	9014094	0.0179640718562874
Giant_key	M	2	9014095	9584105	0
Giant_key	M	2	9584106	10096399	0.00462962962962963
Giant_key	M	2	10096400	11137635	0.00383141762452107
Giant_key	M	2	11137636	11853791	0.00980392156862745
Giant_key	M	2	11853792	14277094	0.0103092783505155
Giant_key	M	2	14277095	16758205	0.0424528301886792
Giant_key	M	2	16758206	22749602	0
Giant_key	M	2	22749603	23212598	0.0171428571428571
Giant_key	M	2	23212599	23671117	0
Giant_key	M	2	23671118	24651050	0.0377358490566038
Giant_key	M	2	24651051	26843649	0.0170940170940171
Giant_key	M	2	26843650	27382370	0.00881057268722467
Giant_key	M	2	27382371	27617318	0.0367647058823529
Giant_key	M	2	27617319	28063011	0.0136986301369863
Giant_key	M	2	28063012	28250557	0.00709219858156028
Giant_key	M	2	28250558	34092782	0.028169014084507
Giant_key	M	3	1	7950655	0.025
Giant_key	M	3	7950656	12708106	0.012987012987013
Giant_key	M	3	12708107	14071246	0
Giant_key	M	3	14071247	16789998	0.00555555555555556
Giant_key	M	3	16789999	19286641	0.00574712643678161
Giant_key	M	3	19286642	20288035	0.00746268656716418
Giant_key	M	3	20288036	20819756	0.012987012987013
Giant_key	M	3	20819757	23399912	0
Giant_key	M	3	23399913	29978908	0.0136986301369863
Giant_key	M	3	29978909	34632256	0
Giant_key	M	3	34632257	39076102	0
Giant_key	M	3	39076103	39658611	0.029126213592233
Giant_key	M	3	39658612	39846665	0.00826446280991736
Giant_key	M	3	39846666	40747470	0.0425531914893617
Giant_key	M	3	40747471	41631953	0.0888888888888889
Giant_key	M	3	41631954	42308982	0.0115830115830116
Giant_key	M	3	42308983	42802261	0.00632911392405063
Giant_key	M	3	42802262	42841042	0.00775193798449612
Giant_key	M	3	42841043	44392580	0.027027027027027
Giant_key	M	3	44392581	46192263	0
Giant_key	M	3	46192264	46349291	0
Giant_key	M	3	46349292	46460573	0
Giant_key	M	3	46460574	46948157	0
Giant_key	M	3	46948158	47076841	0.00917431192660551
Giant_key	M	3	47076842	47306373	0.00357142857142857
Giant_key	M	3	47306374	47656721	0
Giant_key	M	3	47656722	47912473	0.032258064516129
Giant_key	M	3	47912474	48191817	0.0144927536231884
Giant_key	M	3	48191818	48574442	0
Giant_key	M	3	48574443	48760587	0
Giant_key	M	3	48760588	49010997	0
Giant_key	M	3	49010998	49160310	0.0106951871657754
Giant_key	M	3	49160311	49497146	0
Giant_key	M	3	49497147	49665239	0
Giant_key	M	3	49665240	50041395	0
Giant_key	M	3	50041396	50170904	0
Giant_key	M	3	50170905	50201579	0
Giant_key	M	3	50201580	50440791	0
Giant_key	M	3	50440792	50618591	0.00512820512820513
Giant_key	M	3	50618592	50916833	0.0186335403726708
Giant_key	M	4	1	572737	0
Giant_key	M	4	572738	698444	0.00806451612903226
Giant_key	M	4	698445	1400064	0.03
Giant_key	M	4	1400065	1519271	0.092511013215859
Giant_key	M	4	1519272	2717950	0.0078125
Giant_key	M	4	2717951	3379188	0
Giant_key	M	4	3379189	3743564	0
Giant_key	M	4	3743565	4050484	0
Giant_key	M	4	4050485	6332917	0
Giant_key	M	4	6332918	10765213	0
Giant_key	M	4	10765214	12902135	0.0075187969924812
Giant_key	M	4	12902136	14364761	0
Giant_key	M	4	14364762	15059860	0
Giant_key	M	4	15059861	15911306	0.0285714285714286
Giant_key	M	4	15911307	16432499	0.0170940170940171
Giant_key	M	4	16432500	16715833	0
Giant_key	M	4	16715834	17270449	0
Giant_key	M	4	17270450	18181914	0.0481927710843374
Giant_key	M	4	18181915	18862439	0.00704225352112676
Giant_key	M	4	18862440	19461327	0.0186915887850467
Giant_key	M	4	19461328	19762736	0
Giant_key	M	4	19762737	20216989	0.0136986301369863
Giant_key	M	4	20216990	20591853	0.0273972602739726
Giant_key	M	4	20591854	20921613	0
Giant_key	M	4	20921614	21288594	0.00813008130081301
Giant_key	M	4	21288595	21663933	0
Giant_key	M	4	21663934	21929744	0.0449438202247191
Giant_key	M	4	21929745	22176954	0
Giant_key	M	4	22176955	22408178	0.0152671755725191
Giant_key	M	4	22408179	22785293	0
Giant_key	M	4	22785294	23452413	0.00694444444444444
Giant_key	M	4	23452414	24151110	0
Giant_key	M	4	24151111	24399995	0
Giant_key	M	4	24399996	24661034	0
Giant_key	M	4	24661035	25204763	0.0169491525423729
Giant_key	M	4	25204764	25573520	0.00505050505050505
Giant_key	M	5	1	3516451	0
Giant_key	M	5	3516452	6457172	0
Giant_key	M	5	6457173	8195689	0.00746268656716418
Giant_key	M	5	8195690	11339015	0.00625
Giant_key	M	5	11339016	14809429	0.0231660231660232
Giant_key	M	5	14809430	17143963	0.00561797752808989
Giant_key	M	5	17143964	19118985	0.00539083557951483
Giant_key	M	5	19118986	20597701	0.00917431192660551
Giant_key	M	5	20597702	24104801	0.00746268656716418
Giant_key	M	5	24104802	29484586	0
Giant_key	M	5	29484587	30751458	0
Giant_key	M	5	30751459	32209573	0.0395480225988701
Giant_key	M	5	32209574	33244543	0.0202020202020202
Giant_key	M	5	33244544	33705724	0
Giant_key	M	5	33705725	33850758	0
Giant_key	M	5	33850759	34620251	0
Giant_key	M	5	34620252	35147196	0.00925925925925926
Giant_key	M	5	35147197	35855440	0.0161290322580645
Giant_key	M	5	35855441	36825388	0
Giant_key	M	5	36825389	37211938	0
Giant_key	M	5	37211939	37619104	0.0177304964539007
Giant_key	M	5	37619105	37877101	0.0147058823529412
Giant_key	M	5	37877102	38653235	0.00552486187845304
Giant_key	M	5	38653236	39001352	0
Giant_key	M	5	39001353	39421302	0.00476190476190476
Giant_key	M	5	39421303	39765782	0.010989010989011
Giant_key	M	5	39765783	39967434	0
Giant_key	M	5	39967435	40091355	0
Giant_key	M	5	40091356	40358926	0
Giant_key	M	5	40358927	40691919	0
Giant_key	M	5	40691920	41148975	0
Giant_key	M	5	41148976	41629947	0
Giant_key	M	5	41629948	41960462	0.0348837209302326
Giant_key	M	5	41960463	42191869	0.1
Giant_key	M	5	42191870	42452855	0.043010752688172
Giant_key	M	5	42452856	42700908	0
Giant_key	M	5	42700909	42865894	0.0387596899224806
Giant_key	M	5	42865895	42974484	0
Giant_key	M	5	42974485	43234379	0
Giant_key	M	6	1	8283647	0.0206185567010309
Giant_key	M	6	8283648	12704859	0.0330578512396694
Giant_key	M	6	12704860	12704877	0
Giant_key	M	6	12704878	12779814	0
Giant_key	M	6	12779815	13223664	0
Giant_key	M	6	13223665	14088310	0
Giant_key	M	6	14088311	14377633	0.0416666666666667
Giant_key	M	6	14377634	15380473	0.0238095238095238
Giant_key	M	6	15380474	15487045	0.00836820083682008
Giant_key	M	6	15487046	16422494	0
Giant_key	M	6	16422495	16915238	0
Giant_key	M	6	16915239	17578150	0
Giant_key	M	6	17578151	17754948	0.0384615384615385
Giant_key	M	6	17754949	17879781	0
Giant_key	M	6	17879782	18079368	0
Giant_key	M	6	18079369	18424742	0
Giant_key	M	7	1	2195574	0
Giant_key	M	7	2195575	3589700	0
Giant_key	M	7	3589701	4296711	0
Giant_key	M	7	4296712	6826864	0
Giant_key	M	7	6826865	8494210	0.0150375939849624
Giant_key	M	7	8494211	8902563	0
Giant_key	M	7	8902564	9997506	0
Giant_key	M	7	9997507	11310148	0.0043859649122807
Giant_key	M	7	11310149	14233877	0.0238095238095238
Giant_key	M	7	14233878	15098469	0.0508474576271186
Giant_key	M	7	15098470	16615255	0
Giant_key	M	7	16615256	18363367	0
Giant_key	M	7	18363368	19614152	0
Giant_key	M	7	19614153	19684242	0
Giant_key	M	7	19684243	21064286	0
Giant_key	M	8	1	22308850	0.0227272727272727
Giant_key	M	8	22308851	23921235	0.0144927536231884
Giant_key	M	8	23921236	24153627	0
Giant_key	M	8	24153628	24311269	0
Giant_key	M	8	24311270	24633515	0
Giant_key	M	8	24633516	24964339	0.00476190476190476
Giant_key	M	9	1	763016	0.00278551532033426
Giant_key	M	9	763017	1014938	0.0985915492957746
Giant_key	M	9	1014939	1684146	0
Giant_key	M	9	1684147	1898427	0
Giant_key	M	9	1898428	2232487	0
Giant_key	M	9	2232488	2442465	0.0265957446808511
Giant_key	M	9	2442466	3238539	0.0108695652173913
Giant_key	M	9	3238540	3706437	0.0143884892086331
Giant_key	M	9	3706438	3905849	0.021505376344086
Giant_key	M	9	3905850	4159865	0.00862068965517241
Giant_key	M	9	4159866	11903504	0.0268456375838926
Giant_key	M	9	11903505	14219082	0
Giant_key	M	9	14219083	28415755	0.0151515151515152
Giant_key	M	9	28415756	28456320	0
Giant_key	M	9	28456321	28920675	0.00398406374501992
Giant_key	M	9	28920676	29549841	0
Giant_key	M	9	29549842	30495533	0.0208333333333333
Giant_key	M	9	30495534	30682547	0
Giant_key	M	9	30682548	30988700	0
Giant_key	Mic	1	1	448792	0.568047337278107
Giant_key	Mic	1	448793	988585	0.444444444444444
Giant_key	Mic	1	988586	1744135	0.581632653061224
Giant_key	Mic	1	1744136	1926804	0.465648854961832
Giant_key	Mic	1	1926805	2123263	0.845070422535211
Giant_key	Mic	1	2123264	2606971	0.446601941747573
Giant_key	Mic	1	2606972	2743035	0.571428571428571
Giant_key	Mic	1	2743036	3215040	0.51219512195122
Giant_key	Mic	1	3215041	3454298	0.484848484848485
Giant_key	Mic	1	3454299	3747208	0.626373626373626
Giant_key	Mic	1	3747209	3818812	0.421052631578947
Giant_key	Mic	1	3818813	4289788	0.348148148148148
Giant_key	Mic	1	4289789	4828015	0.502857142857143
Giant_key	Mic	1	4828016	5225056	0.442176870748299
Giant_key	Mic	1	5225057	6420832	0.823076923076923
Giant_key	Mic	1	6420833	6483048	0.768292682926829
Giant_key	Mic	1	6483049	7000192	0.44106463878327
Giant_key	Mic	1	7000193	7678609	0.407821229050279
Giant_key	Mic	1	7678610	8170735	0.473684210526316
Giant_key	Mic	1	8170736	9454429	0.443181818181818
Giant_key	Mic	1	9454430	11027402	0.444444444444444
Giant_key	Mic	1	11027403	13208409	0.434782608695652
Giant_key	Mic	1	13208410	13208459	0.285714285714286
Giant_key	Mic	1	13208460	14668855	0.525773195876289
Giant_key	Mic	1	14668856	17225349	0.628318584070796
Giant_key	Mic	1	17225350	18526546	0.506756756756757
Giant_key	Mic	1	18526547	18987558	0.412213740458015
Giant_key	Mic	1	18987559	19993057	0.583756345177665
Giant_key	Mic	1	19993058	21050153	0.47
Giant_key	Mic	1	21050154	22177681	0.443037974683544
Giant_key	Mic	1	22177682	22722372	0.5
Giant_key	Mic	1	22722373	23068437	0.440559440559441
Giant_key	Mic	1	23068438	23376205	0.358108108108108
Giant_key	Mic	1	23376206	23574574	0.528205128205128
Giant_key	Mic	1	23574575	23782020	0.453333333333333
Giant_key	Mic	1	23782021	24340937	0.462222222222222
Giant_key	Mic	1	24340938	24499501	0.458333333333333
Giant_key	Mic	1	24499502	24999880	0.527027027027027
Giant_key	Mic	1	24999881	25277956	0.708609271523179
Giant_key	Mic	1	25277957	25729188	0.369565217391304
Giant_key	Mic	1	25729189	26617397	0.531914893617021
Giant_key	Mic	1	26617398	26815938	0.41
Giant_key	Mic	1	26815939	27116189	0.533333333333333
Giant_key	Mic	1	27116190	27274410	0.6
Giant_key	Mic	1	27274411	27425566	0.56551724137931
Giant_key	Mic	1	27425567	27756310	0.654028436018957
Giant_key	Mic	1	27756311	28066490	0.342465753424658
Giant_key	Mic	1	28066491	28416948	0.475247524752475
Giant_key	Mic	1	28416949	28745694	0.406542056074766
Giant_key	Mic	2	1	252594	0.464912280701754
Giant_key	Mic	2	252595	458338	0.49740932642487
Giant_key	Mic	2	458339	894230	0.583333333333333
Giant_key	Mic	2	894231	1261189	0.485714285714286
Giant_key	Mic	2	1261190	2678114	0.833333333333333
Giant_key	Mic	2	2678115	4067769	0.596330275229358
Giant_key	Mic	2	4067770	5274977	0.404255319148936
Giant_key	Mic	2	5274978	5646829	0.462585034013605
Giant_key	Mic	2	5646830	6842207	0.526881720430108
Giant_key	Mic	2	6842208	7178522	0.382352941176471
Giant_key	Mic	2	7178523	7447431	0.53125
Giant_key	Mic	2	7447432	8074999	0.470873786407767
Giant_key	Mic	2	8075000	8314360	0.395833333333333
Giant_key	Mic	2	8314361	9014103	0.6
Giant_key	Mic	2	9014104	9225162	0.50974025974026
Giant_key	Mic	2	9225163	9603668	0.589147286821705
Giant_key	Mic	2	9603669	10202548	0.646341463414634
Giant_key	Mic	2	10202549	10392194	0.617977528089888
Giant_key	Mic	2	10392195	10724020	0.54
Giant_key	Mic	2	10724021	11062178	0.443231441048035
Giant_key	Mic	2	11062179	11528735	0.593220338983051
Giant_key	Mic	2	11528736	12096481	0.411764705882353
Giant_key	Mic	2	12096482	12531661	0.732824427480916
Giant_key	Mic	2	12531662	13527151	0.494117647058824
Giant_key	Mic	2	13527152	14023797	0.5
Giant_key	Mic	2	14023798	14644836	0.591346153846154
Giant_key	Mic	2	14644837	15755689	0.298013245033113
Giant_key	Mic	2	15755690	18185238	0.467980295566502
Giant_key	Mic	2	18185239	21087987	0.405940594059406
Giant_key	Mic	2	21087988	22130637	0.512931034482759
Giant_key	Mic	2	22130638	22243044	0.285714285714286
Giant_key	Mic	2	22243045	22243071	0.285714285714286
Giant_key	Mic	2	22243072	23211839	0.343195266272189
Giant_key	Mic	2	23211840	23889723	0.454148471615721
Giant_key	Mic	2	23889724	24539610	0.411290322580645
Giant_key	Mic	2	24539611	24691173	0.426395939086294
Giant_key	Mic	2	24691174	25271572	0.538461538461538
Giant_key	Mic	2	25271573	25939268	0.458100558659218
Giant_key	Mic	2	25939269	26607811	0.314814814814815
Giant_key	Mic	2	26607812	27156625	0.414012738853503
Giant_key	Mic	2	27156626	27448237	0.508196721311475
Giant_key	Mic	2	27448238	27771160	0.454545454545455
Giant_key	Mic	2	27771161	28158913	0.577235772357724
Giant_key	Mic	2	28158914	28766904	0.430555555555556
Giant_key	Mic	2	28766905	29073646	0.589041095890411
Giant_key	Mic	2	29073647	29180229	1
Giant_key	Mic	2	29180230	29629161	0.363207547169811
Giant_key	Mic	2	29629162	29749441	0.25
Giant_key	Mic	2	29749442	29885366	0.59375
Giant_key	Mic	2	29885367	29891391	0.485714285714286
Giant_key	Mic	2	29891392	30287313	0.48
Giant_key	Mic	2	30287314	30609772	0.61864406779661
Giant_key	Mic	2	30609773	30972220	0.666666666666667
Giant_key	Mic	2	30972221	31769740	0.402010050251256
Giant_key	Mic	2	31769741	32044926	0.364485981308411
Giant_key	Mic	2	32044927	32408185	0.507936507936508
Giant_key	Mic	2	32408186	32671608	0.507692307692308
Giant_key	Mic	2	32671609	33080040	0.540983606557377
Giant_key	Mic	2	33080041	33241244	0.418604651162791
Giant_key	Mic	2	33241245	33569893	0.475308641975309
Giant_key	Mic	2	33569894	33808085	0.456521739130435
Giant_key	Mic	2	33808086	34021996	0.598484848484849
Giant_key	Mic	2	34021997	34274662	0.45
Giant_key	Mic	2	34274663	34666771	0.279569892473118
Giant_key	Mic	2	34666772	34991916	0.290322580645161
Giant_key	Mic	2	34991917	35366702	0.496774193548387
Giant_key	Mic	2	35366703	35570160	0.636904761904762
Giant_key	Mic	2	35570161	35699093	0.605769230769231
Giant_key	Mic	2	35699094	35867650	0.272058823529412
Giant_key	Mic	2	35867651	36133148	0.478571428571429
Giant_key	Mic	2	36133149	36247521	0.470588235294118
Giant_key	Mic	3	1	209890	0.504065040650406
Giant_key	Mic	3	209891	451188	0.419354838709677
Giant_key	Mic	3	451189	557945	0.75
Giant_key	Mic	3	557946	557960	0.333333333333333
